dataset,model,seed,auroc,auprc,nan_rate,train_time,status,timestamp
syn_linear,CWAE-MMD-IF-Dual,456,0.9927127659574468,0.9396903766188143,0.0,22.54441499710083,success,2026-02-02T22:28:36.566281
syn_linear,CWAE-MMD-DIF-Dual,456,0.991063829787234,0.9216457822044163,0.0,27.660048007965088,success,2026-02-02T22:29:04.237854
syn_linear,CWAE-MMD-CRPS,456,0.9906382978723404,0.8769367319787191,0.0,23.761802673339844,success,2026-02-02T22:29:28.014645
syn_linear,CWAE-MMD-Huber,456,0.9904432624113475,0.8969235851959505,0.0,24.44673204421997,success,2026-02-02T22:29:52.473220
syn_linear,CWAE-MMD-CRPS-IF,456,0.9906382978723404,0.8769367319787191,0.0,26.358222007751465,success,2026-02-02T22:30:18.842919
syn_linear,CWAE-MMD-IMQ-Extreme,456,0.9734219858156028,0.8573744182678019,0.0,32.06093430519104,success,2026-02-02T22:30:50.914462
syn_linear,CWAEMMD-Base,456,0.9763652482269504,0.899418535718743,0.0,27.508097648620605,success,2026-02-02T22:31:18.434131
syn_linear,CVAE,456,0.9512056737588652,0.8366599713844677,0.0,11.024009466171265,success,2026-02-02T22:31:29.470747
syn_linear,IF,456,0.8392198581560284,0.19076741760494625,0.0,0.3019907474517822,success,2026-02-02T22:31:29.782528
syn_linear,IF-concat,456,0.8392198581560284,0.19076741760494625,0.0,0.24811530113220215,success,2026-02-02T22:31:30.039552
syn_linear,DIF,456,0.9746276595744681,0.7926718501427212,0.0,1.7631726264953613,success,2026-02-02T22:31:31.815050
syn_linear,CWAE-MMD-Beta0.1,456,0.9575886524822694,0.8022708724891087,0.0,24.503801107406616,success,2026-02-02T22:31:56.332317
syn_linear,CWAE-MMD-Beta10,456,0.9707446808510638,0.8379877277241476,0.0,23.675418376922607,success,2026-02-02T22:32:20.018729
syn_linear,CWAE-MMD-Latent16,456,0.9827482269503547,0.8495217597507383,0.0,24.47648549079895,success,2026-02-02T22:32:44.507229
syn_scale,CWAE-MMD-IF,42,0.5871621156888369,0.17777588332539898,0.0,23.63369059562683,success,2026-02-02T22:33:08.180633
syn_scale,CWAE-MMD-DIF,42,0.5880390673361304,0.18653571949461467,0.0,25.985668897628784,success,2026-02-02T22:33:34.178690
syn_scale,CWAE-MMD-IF-Latent,42,0.6295653071050279,0.19939283535340185,0.0,24.227006912231445,success,2026-02-02T22:33:58.421555
syn_scale,CWAE-MMD-IF-Dual,42,0.6186292042093678,0.21029550272041997,0.0,29.33212161064148,success,2026-02-02T22:34:27.770146
syn_scale,CWAE-MMD-DIF-Dual,42,0.6212944494119266,0.2005434342951774,0.0,29.92455220222473,success,2026-02-02T22:34:57.708192
syn_scale,CWAE-MMD-CRPS,42,0.6450409244102071,0.1757484724194317,0.0,25.238462209701538,success,2026-02-02T22:35:22.964899
syn_scale,CWAE-MMD-Huber,42,0.6522456840222848,0.17659256096910655,0.0,26.684725284576416,success,2026-02-02T22:35:49.662161
syn_scale,CWAE-MMD-CRPS-IF,42,0.6450409244102071,0.1757484724194317,0.0,24.303117752075195,success,2026-02-02T22:36:13.976596
syn_scale,CWAE-MMD-IMQ-Extreme,42,0.6086732237430359,0.1573342312938515,0.0,31.492900371551514,success,2026-02-02T22:36:45.481998
syn_scale,CWAEMMD-Base,42,0.5871621156888369,0.17777588332539898,0.0,27.749671697616577,success,2026-02-02T22:37:13.258356
syn_scale,CVAE,42,0.6420489717312058,0.1994296358172713,0.0,11.458897590637207,success,2026-02-02T22:37:24.731436
syn_scale,IF,42,0.5805763807689662,0.09696229970649677,0.0,0.2883179187774658,success,2026-02-02T22:37:25.029602
syn_scale,IF-concat,42,0.5805763807689662,0.09696229970649677,0.0,0.2717163562774658,success,2026-02-02T22:37:25.310649
syn_scale,DIF,42,0.6388334823577962,0.2682761569123872,0.0,1.80196213722229,success,2026-02-02T22:37:27.125006
syn_scale,CWAE-MMD-Beta0.1,42,0.5835167480569502,0.15902566874580373,0.0,26.21305274963379,success,2026-02-02T22:37:53.353801
syn_scale,CWAE-MMD-Beta10,42,0.6177350574317353,0.1722168582718914,0.0,25.905760765075684,success,2026-02-02T22:38:19.272889
syn_scale,CWAE-MMD-Latent16,42,0.6312332347479194,0.21302473771445443,0.0,25.831199169158936,success,2026-02-02T22:38:45.116151
syn_scale,CWAE-MMD-IF,123,0.6739034322280395,0.1848145328778502,0.0,26.05369806289673,success,2026-02-02T22:39:11.194969
syn_scale,CWAE-MMD-DIF,123,0.6759511343804538,0.18019898751786845,0.0,27.648616313934326,success,2026-02-02T22:39:38.856542
syn_scale,CWAE-MMD-IF-Latent,123,0.7119720767888308,0.22642628719827582,0.0,26.851659536361694,success,2026-02-02T22:40:05.725604
syn_scale,CWAE-MMD-IF-Dual,123,0.6987085514834206,0.21277683506258202,0.0,24.7546284198761,success,2026-02-02T22:40:30.490848
syn_scale,CWAE-MMD-DIF-Dual,123,0.7053635834787668,0.21197447629313199,0.0,19.97079825401306,success,2026-02-02T22:40:50.471579
syn_scale,CWAE-MMD-CRPS,123,0.6857707969749856,0.16023860341477517,0.0,17.664777517318726,success,2026-02-02T22:41:08.148885
syn_scale,CWAE-MMD-Huber,123,0.7113670738801628,0.17955988058496794,0.0,18.29185700416565,success,2026-02-02T22:41:26.450580
syn_scale,CWAE-MMD-CRPS-IF,123,0.6857707969749856,0.16023860341477517,0.0,18.499841690063477,success,2026-02-02T22:41:44.960949
syn_scale,CWAE-MMD-IMQ-Extreme,123,0.6824432809773123,0.1598020237911259,0.0,21.929688692092896,success,2026-02-02T22:42:06.899162
syn_scale,CWAEMMD-Base,123,0.6739034322280395,0.1848145328778502,0.0,18.457855463027954,success,2026-02-02T22:42:25.370107
syn_scale,CVAE,123,0.7171611401977894,0.24928820286934034,0.0,7.936336994171143,success,2026-02-02T22:42:33.317383
syn_scale,IF,123,0.690261780104712,0.13140556057274075,0.0,0.2386941909790039,success,2026-02-02T22:42:33.569823
syn_scale,IF-concat,123,0.690261780104712,0.13140556057274075,0.0,0.24745559692382812,success,2026-02-02T22:42:33.826664
syn_scale,DIF,123,0.723630017452007,0.2652065844874896,0.0,1.6336321830749512,success,2026-02-02T22:42:35.471477
syn_scale,CWAE-MMD-Beta0.1,123,0.7070622454915649,0.16035382287980043,0.0,19.561851739883423,success,2026-02-02T22:42:55.044999
syn_scale,CWAE-MMD-Beta10,123,0.6884933100639907,0.21543612485517433,0.0,17.373759984970093,success,2026-02-02T22:43:12.428544
syn_scale,CWAE-MMD-Latent16,123,0.7006166375799885,0.15286485505499053,0.0,16.75794291496277,success,2026-02-02T22:43:29.196024
syn_scale,CWAE-MMD-IF,456,0.6403231471724622,0.18681279764861475,0.0,18.142317056655884,success,2026-02-02T22:43:47.367266
syn_scale,CWAE-MMD-DIF,456,0.632905638546251,0.17418090542731174,0.0,20.09171724319458,success,2026-02-02T22:44:07.470205
syn_scale,CWAE-MMD-IF-Latent,456,0.6834025496394553,0.24797708357319018,0.0,20.975424766540527,success,2026-02-02T22:44:28.458613
syn_scale,CWAE-MMD-IF-Dual,456,0.6671625446806752,0.20416492570815487,0.0,19.24666166305542,success,2026-02-02T22:44:47.715617
syn_scale,CWAE-MMD-DIF-Dual,456,0.6655716027190643,0.19357186469030174,0.0,19.89127516746521,success,2026-02-02T22:45:07.615460
syn_scale,CWAE-MMD-CRPS,456,0.6022851711812227,0.16908023358054067,0.0,18.104699850082397,success,2026-02-02T22:45:25.731976
syn_scale,CWAE-MMD-Huber,456,0.6288353065145973,0.17260050454493928,0.0,19.490840196609497,success,2026-02-02T22:45:45.232924
syn_scale,CWAE-MMD-CRPS-IF,456,0.6022851711812227,0.16908023358054067,0.0,20.45507788658142,success,2026-02-02T22:46:05.698975
syn_scale,CWAE-MMD-IMQ-Extreme,456,0.6556747040228105,0.22422558302719758,0.0,23.62375235557556,success,2026-02-02T22:46:29.333934
syn_scale,CWAEMMD-Base,456,0.6403231471724622,0.18681279764861475,0.0,17.22023844718933,success,2026-02-02T22:46:46.566431
syn_scale,CVAE,456,0.6601169445649704,0.19796810319263985,0.0,8.070828199386597,success,2026-02-02T22:46:54.655019
syn_scale,IF,456,0.6376784644310832,0.0954139714816886,0.0,0.2816426753997803,success,2026-02-02T22:46:54.947991
syn_scale,IF-concat,456,0.6376784644310832,0.0954139714816886,0.0,0.2540152072906494,success,2026-02-02T22:46:55.212857
syn_scale,DIF,456,0.6918324758776008,0.28646156568941594,0.0,1.595405101776123,success,2026-02-02T22:46:56.820497
syn_scale,CWAE-MMD-Beta0.1,456,0.61778135911899,0.23049561566191695,0.0,20.501567602157593,success,2026-02-02T22:47:17.334961
syn_scale,CWAE-MMD-Beta10,456,0.648257195396599,0.16264232026152636,0.0,19.405620574951172,success,2026-02-02T22:47:36.750690
syn_scale,CWAE-MMD-Latent16,456,0.6450546498894605,0.22431406434066406,0.0,15.824377536773682,success,2026-02-02T22:47:52.585078
syn_multimodal,CWAE-MMD-IF,42,0.7306723088626854,0.09219893159081274,0.0,16.22724747657776,success,2026-02-02T22:48:08.878069
syn_multimodal,CWAE-MMD-DIF,42,0.745221567135793,0.09620648646629121,0.0,17.280138969421387,success,2026-02-02T22:48:26.168131
syn_multimodal,CWAE-MMD-IF-Latent,42,0.5955211106884747,0.05595199037312829,0.0,16.145429134368896,success,2026-02-02T22:48:42.324540
syn_multimodal,CWAE-MMD-IF-Dual,42,0.6544788893115253,0.06415465891299087,0.0,16.520546197891235,success,2026-02-02T22:48:58.853196
syn_multimodal,CWAE-MMD-DIF-Dual,42,0.6689330543933054,0.06778802786803481,0.0,18.671512603759766,success,2026-02-02T22:49:17.533667
syn_multimodal,CWAE-MMD-CRPS,42,0.7194275389882085,0.0871808315046724,0.0,17.360321044921875,success,2026-02-02T22:49:34.907055
syn_multimodal,CWAE-MMD-Huber,42,0.6979602510460251,0.07438601546455689,0.0,17.51081085205078,success,2026-02-02T22:49:52.428303
syn_multimodal,CWAE-MMD-CRPS-IF,42,0.7194275389882085,0.0871808315046724,0.0,17.979809045791626,success,2026-02-02T22:50:10.419582
syn_multimodal,CWAE-MMD-IMQ-Extreme,42,0.7414653860783569,0.08803474229337765,0.0,25.097224712371826,success,2026-02-02T22:50:35.529598
syn_multimodal,CWAEMMD-Base,42,0.7306723088626854,0.09219893159081274,0.0,16.955044269561768,success,2026-02-02T22:50:52.494263
syn_multimodal,CVAE,42,0.599847850893876,0.06007595581143205,0.0,7.567607164382935,success,2026-02-02T22:51:00.071751
syn_multimodal,IF,42,0.9978604031951313,0.9712946269301317,0.0,0.25064873695373535,success,2026-02-02T22:51:00.330795
syn_multimodal,IF-concat,42,0.9978604031951313,0.9712946269301317,0.0,0.22626161575317383,success,2026-02-02T22:51:00.563990
syn_multimodal,DIF,42,0.8504659566375048,0.1801201254390699,0.0,1.4223713874816895,success,2026-02-02T22:51:01.998606
syn_multimodal,CWAE-MMD-Beta0.1,42,0.7817611259033853,0.13132702116168818,0.0,15.666707038879395,success,2026-02-02T22:51:17.676517
syn_multimodal,CWAE-MMD-Beta10,42,0.6552396348421453,0.0745332324453108,0.0,16.42343235015869,success,2026-02-02T22:51:34.110071
syn_multimodal,CWAE-MMD-Latent16,42,0.6066232407759604,0.06113433740527869,0.0,15.903934955596924,success,2026-02-02T22:51:50.022778
syn_multimodal,CWAE-MMD-IF,123,0.6300545759109494,0.08199539527520638,0.0,16.280771493911743,success,2026-02-02T22:52:06.367689
syn_multimodal,CWAE-MMD-DIF,123,0.6554332750950125,0.08556091647277976,0.0,18.03901982307434,success,2026-02-02T22:52:24.415832
syn_multimodal,CWAE-MMD-IF-Latent,123,0.606008753759974,0.0715812491714077,0.0,17.09938645362854,success,2026-02-02T22:52:41.526701
syn_multimodal,CWAE-MMD-IF-Dual,123,0.573587420522704,0.06710350806895513,0.0,18.556150674819946,success,2026-02-02T22:53:00.093990
syn_multimodal,CWAE-MMD-DIF-Dual,123,0.5791891064320323,0.06725364196136883,0.0,18.802573919296265,success,2026-02-02T22:53:18.907198
syn_multimodal,CWAE-MMD-CRPS,123,0.6529116158432248,0.09153337742826953,0.0,17.309410333633423,success,2026-02-02T22:53:36.229677
syn_multimodal,CWAE-MMD-Huber,123,0.7880185161836488,0.155307061857902,0.0,18.448256015777588,success,2026-02-02T22:53:54.688578
syn_multimodal,CWAE-MMD-CRPS-IF,123,0.6529116158432248,0.09153337742826953,0.0,18.48241925239563,success,2026-02-02T22:54:13.181332
syn_multimodal,CWAE-MMD-IMQ-Extreme,123,0.6399070588447197,0.0873001844947116,0.0,28.155356884002686,success,2026-02-02T22:54:41.346570
syn_multimodal,CWAEMMD-Base,123,0.6300545759109494,0.08199539527520638,0.0,17.113850831985474,success,2026-02-02T22:54:58.469560
syn_multimodal,CVAE,123,0.6057745996865938,0.08603649948669624,0.0,8.537968158721924,success,2026-02-02T22:55:07.017478
syn_multimodal,IF,123,1.0,0.9999999999999998,0.0,0.25681066513061523,success,2026-02-02T22:55:07.282226
syn_multimodal,IF-concat,123,1.0,0.9999999999999998,0.0,0.2063751220703125,success,2026-02-02T22:55:07.495635
syn_multimodal,DIF,123,0.8863632270033682,0.2670767127368299,0.0,1.5419151782989502,success,2026-02-02T22:55:09.047868
syn_multimodal,CWAE-MMD-Beta0.1,123,0.6418703506907546,0.08146370028413809,0.0,17.1187961101532,success,2026-02-02T22:55:26.179280
syn_multimodal,CWAE-MMD-Beta10,123,0.6295502440605919,0.0837419149271883,0.0,16.616743803024292,success,2026-02-02T22:55:42.806006
syn_multimodal,CWAE-MMD-Latent16,123,0.6688160809812856,0.10227193334077539,0.0,16.557884454727173,success,2026-02-02T22:55:59.372967
syn_multimodal,CWAE-MMD-IF,456,0.5630770957873761,0.040833212083231527,0.0,19.46672797203064,success,2026-02-02T22:56:18.900134
syn_multimodal,CWAE-MMD-DIF,456,0.5668939968005389,0.04104926496208099,0.0,21.826098918914795,success,2026-02-02T22:56:40.737145
syn_multimodal,CWAE-MMD-IF-Latent,456,0.5589234093906992,0.04392655755784609,0.0,18.32163166999817,success,2026-02-02T22:56:59.073366
syn_multimodal,CWAE-MMD-IF-Dual,456,0.5277988268642475,0.0380425855891275,0.0,18.35154938697815,success,2026-02-02T22:57:17.435034
syn_multimodal,CWAE-MMD-DIF-Dual,456,0.5343661418427774,0.0379158573261293,0.0,21.53451895713806,success,2026-02-02T22:57:38.979283
syn_multimodal,CWAE-MMD-CRPS,456,0.6100305913390026,0.049150568166039646,0.0,19.14280343055725,success,2026-02-02T22:57:58.137102
syn_multimodal,CWAE-MMD-Huber,456,0.7061547528837248,0.07464398028821681,0.0,18.74848175048828,success,2026-02-02T22:58:16.897106
syn_multimodal,CWAE-MMD-CRPS-IF,456,0.6100305913390026,0.049150568166039646,0.0,17.61232614517212,success,2026-02-02T22:58:34.519026
syn_multimodal,CWAE-MMD-IMQ-Extreme,456,0.5730403300496758,0.04206233321334767,0.0,24.800012588500977,success,2026-02-02T22:58:59.329853
syn_multimodal,CWAEMMD-Base,456,0.5630770957873761,0.040833212083231527,0.0,17.686246156692505,success,2026-02-02T22:59:17.026079
syn_multimodal,CVAE,456,0.5666975386601556,0.047421774322655735,0.0,7.591562271118164,success,2026-02-02T22:59:24.627381
syn_multimodal,IF,456,0.9947517611069013,0.9258219444849983,0.0,0.2341153621673584,success,2026-02-02T22:59:24.869217
syn_multimodal,IF-concat,456,0.9947517611069013,0.9258219444849983,0.0,0.2219219207763672,success,2026-02-02T22:59:25.098810
syn_multimodal,DIF,456,0.7778619741236564,0.12524431397384503,0.0,1.5770268440246582,success,2026-02-02T22:59:26.686199
syn_multimodal,CWAE-MMD-Beta0.1,456,0.7447728101933709,0.07680004865832289,0.0,17.987878561019897,success,2026-02-02T22:59:44.686310
syn_multimodal,CWAE-MMD-Beta10,456,0.5521035053745335,0.039780742023742925,0.0,18.035420656204224,success,2026-02-02T23:00:02.730483
syn_multimodal,CWAE-MMD-Latent16,456,0.5636945356571526,0.04410782739978189,0.0,16.71352458000183,success,2026-02-02T23:00:19.452964
syn_nonlinear,CWAE-MMD-IF,42,0.9988401610644257,0.9853506461899074,0.0,16.05671501159668,success,2026-02-02T23:00:35.542088
syn_nonlinear,CWAE-MMD-DIF,42,1.0,1.0,0.0,16.882127046585083,success,2026-02-02T23:00:52.434444
syn_nonlinear,CWAE-MMD-IF-Latent,42,0.9992778361344538,0.9902065058479532,0.0,16.31246590614319,success,2026-02-02T23:01:08.757295
syn_nonlinear,CWAE-MMD-IF-Dual,42,0.9999781162464986,0.9995748299319727,0.0,15.424954891204834,success,2026-02-02T23:01:24.190088
syn_nonlinear,CWAE-MMD-DIF-Dual,42,1.0,1.0,0.0,18.047892332077026,success,2026-02-02T23:01:42.246182
syn_nonlinear,CWAE-MMD-CRPS,42,0.999124649859944,0.9829107219921578,0.0,15.399823665618896,success,2026-02-02T23:01:57.657856
syn_nonlinear,CWAE-MMD-Huber,42,0.9979648109243697,0.9737117523098571,0.0,15.000880002975464,success,2026-02-02T23:02:12.667891
syn_nonlinear,CWAE-MMD-CRPS-IF,42,0.999124649859944,0.9829107219921578,0.0,15.587431907653809,success,2026-02-02T23:02:28.263897
syn_nonlinear,CWAE-MMD-IMQ-Extreme,42,0.9985119047619048,0.9797031593911425,0.0,20.297856330871582,success,2026-02-02T23:02:48.571317
syn_nonlinear,CWAEMMD-Base,42,0.9988401610644257,0.9853506461899074,0.0,15.090675115585327,success,2026-02-02T23:03:03.670914
syn_nonlinear,CVAE,42,0.9877450980392156,0.8977587394783909,0.0,6.596868515014648,success,2026-02-02T23:03:10.277470
syn_nonlinear,IF,42,0.871345413165266,0.22861915775188063,0.0,0.21521949768066406,success,2026-02-02T23:03:10.501637
syn_nonlinear,IF-concat,42,0.871345413165266,0.22861915775188063,0.0,0.2221224308013916,success,2026-02-02T23:03:10.731433
syn_nonlinear,DIF,42,0.9922312675070027,0.899519164311624,0.0,1.390270709991455,success,2026-02-02T23:03:12.131650
syn_nonlinear,CWAE-MMD-Beta0.1,42,0.9976365546218487,0.9568018877269717,0.0,14.79264760017395,success,2026-02-02T23:03:26.936848
syn_nonlinear,CWAE-MMD-Beta10,42,0.992296918767507,0.9301990590643939,0.0,16.600029945373535,success,2026-02-02T23:03:43.546954
syn_nonlinear,CWAE-MMD-Latent16,42,0.9955575980392157,0.9437096896259435,0.0,15.739806413650513,success,2026-02-02T23:03:59.297036
syn_nonlinear,CWAE-MMD-IF,123,0.9992842053806805,0.9900083436841158,0.0,14.906069040298462,success,2026-02-02T23:04:14.237882
syn_nonlinear,CWAE-MMD-DIF,123,0.9989175788683461,0.988145387129211,0.0,16.047813415527344,success,2026-02-02T23:04:30.294607
syn_nonlinear,CWAE-MMD-IF-Latent,123,0.9976431152778505,0.9831779635527236,0.0,15.068114042282104,success,2026-02-02T23:04:45.373284
syn_nonlinear,CWAE-MMD-IF-Dual,123,0.9997381239197611,0.9962421221105563,0.0,15.437858819961548,success,2026-02-02T23:05:00.820788
syn_nonlinear,CWAE-MMD-DIF-Dual,123,0.9998952495679044,0.9984893275675324,0.0,17.590346813201904,success,2026-02-02T23:05:18.421348
syn_nonlinear,CWAE-MMD-CRPS,123,0.9994587894341731,0.9913970939432111,0.0,16.147746562957764,success,2026-02-02T23:05:34.581013
syn_nonlinear,CWAE-MMD-Huber,123,0.9987255364095043,0.9861356511773122,0.0,15.676097631454468,success,2026-02-02T23:05:50.266122
syn_nonlinear,CWAE-MMD-CRPS-IF,123,0.9994587894341731,0.9913970939432111,0.0,16.185047388076782,success,2026-02-02T23:06:06.461795
syn_nonlinear,CWAE-MMD-IMQ-Extreme,123,0.9975732816564535,0.9792939290812053,0.0,21.277230262756348,success,2026-02-02T23:06:27.749939
syn_nonlinear,CWAEMMD-Base,123,0.9992842053806805,0.9900083436841158,0.0,15.696981430053711,success,2026-02-02T23:06:43.455762
syn_nonlinear,CVAE,123,0.9925801777265665,0.8841521107451022,0.0,7.084181547164917,success,2026-02-02T23:06:50.549557
syn_nonlinear,IF,123,0.8141552750571763,0.16330614370969257,0.0,0.24730157852172852,success,2026-02-02T23:06:50.805205
syn_nonlinear,IF-concat,123,0.8141552750571763,0.16330614370969257,0.0,0.21872735023498535,success,2026-02-02T23:06:51.032795
syn_nonlinear,DIF,123,0.99015345938302,0.8923549798534967,0.0,1.448777675628662,success,2026-02-02T23:06:52.491332
syn_nonlinear,CWAE-MMD-Beta0.1,123,0.9957925243108294,0.9594136473658457,0.0,16.25336217880249,success,2026-02-02T23:07:08.755525
syn_nonlinear,CWAE-MMD-Beta10,123,0.9965606941461966,0.9600662759707734,0.0,17.01447033882141,success,2026-02-02T23:07:25.780508
syn_nonlinear,CWAE-MMD-Latent16,123,0.9982716178704237,0.9785469720908693,0.0,18.63645887374878,success,2026-02-02T23:07:44.427228
syn_nonlinear,CWAE-MMD-IF,456,0.9926468877254218,0.9508389136077071,0.0,19.582042455673218,success,2026-02-02T23:08:04.041186
syn_nonlinear,CWAE-MMD-DIF,456,0.9930424665503199,0.964997751786299,0.0,19.612345695495605,success,2026-02-02T23:08:23.663018
syn_nonlinear,CWAE-MMD-IF-Latent,456,0.9919488074461896,0.9352372742621504,0.0,17.282737255096436,success,2026-02-02T23:08:40.958876
syn_nonlinear,CWAE-MMD-IF-Dual,456,0.9990692262943571,0.9846090119262836,0.0,19.492253065109253,success,2026-02-02T23:09:00.461318
syn_nonlinear,CWAE-MMD-DIF-Dual,456,0.999697498545666,0.9950191570881226,0.0,21.990384578704834,success,2026-02-02T23:09:22.462030
syn_nonlinear,CWAE-MMD-CRPS,456,0.9995113438045375,0.9910216264508885,0.0,19.711888790130615,success,2026-02-02T23:09:42.186431
syn_nonlinear,CWAE-MMD-Huber,456,0.9989063408958697,0.9837769321409988,0.0,18.07013440132141,success,2026-02-02T23:10:00.266543
syn_nonlinear,CWAE-MMD-CRPS-IF,456,0.9995113438045375,0.9910216264508885,0.0,19.79883861541748,success,2026-02-02T23:10:20.075985
syn_nonlinear,CWAE-MMD-IMQ-Extreme,456,0.997370564281559,0.9635581421550578,0.0,24.547370433807373,success,2026-02-02T23:10:44.633584
syn_nonlinear,CWAEMMD-Base,456,0.9926468877254218,0.9508389136077071,0.0,16.493027210235596,success,2026-02-02T23:11:01.136465
syn_nonlinear,CVAE,456,0.9856195462478186,0.8211523865788432,0.0,7.843710660934448,success,2026-02-02T23:11:08.990069
syn_nonlinear,IF,456,0.8104013961605584,0.1818763430746449,0.0,0.24890565872192383,success,2026-02-02T23:11:09.247817
syn_nonlinear,IF-concat,456,0.8104013961605584,0.1818763430746449,0.0,0.24068832397460938,success,2026-02-02T23:11:09.498401
